"x3","Freq","Per"
"11",1,0.00037147102526003
"13",1,0.00037147102526003
"14",1,0.00037147102526003
"16",4,0.00148588410104012
"17",5,0.00185735512630015
"18",6,0.00222882615156018
"19",19,0.00705794947994056
"20",16,0.00594353640416048
"21",26,0.00965824665676077
"22",43,0.0159732540861813
"23",42,0.0156017830609212
"24",52,0.0193164933135215
"25",83,0.0308320950965825
"26",88,0.0326894502228826
"27",104,0.0386329866270431
"28",116,0.0430906389301634
"29",133,0.049405646359584
"30",138,0.0512630014858841
"31",140,0.0520059435364042
"32",119,0.0442050520059435
"33",129,0.0479197622585438
"34",112,0.0416047548291233
"35",98,0.0364041604754829
"36",114,0.0423476968796434
"37",114,0.0423476968796434
"38",101,0.037518573551263
"39",109,0.0404903417533432
"40",82,0.0304606240713224
"41",68,0.025260029717682
"42",78,0.0289747399702823
"43",66,0.024517087667162
"44",52,0.0193164933135215
"45",53,0.0196879643387816
"46",39,0.0144873699851412
"47",31,0.0115156017830609
"48",38,0.0141158989598811
"49",34,0.012630014858841
"50",37,0.0137444279346211
"51",22,0.00817236255572065
"52",25,0.00928677563150074
"53",20,0.00742942050520059
"54",15,0.00557206537890045
"55",12,0.00445765230312036
"56",20,0.00742942050520059
"57",10,0.0037147102526003
"58",11,0.00408618127786033
"59",10,0.0037147102526003
"60",12,0.00445765230312036
"61",6,0.00222882615156018
"62",7,0.00260029717682021
"63",8,0.00297176820208024
"64",4,0.00148588410104012
"65",3,0.00111441307578009
"66",4,0.00148588410104012
"67",1,0.00037147102526003
"68",3,0.00111441307578009
"69",2,0.000742942050520059
"70",1,0.00037147102526003
"76",1,0.00037147102526003
"77",1,0.00037147102526003
"82",1,0.00037147102526003
"84",1,0.00037147102526003
