"x3","Freq","Per"
"10",1,0.000296823983377857
"13",4,0.00118729593351143
"14",3,0.000890471950133571
"15",1,0.000296823983377857
"16",3,0.000890471950133571
"17",5,0.00148411991688928
"18",18,0.00534283170080142
"19",18,0.00534283170080142
"20",24,0.00712377560106857
"21",34,0.0100920154348471
"22",40,0.0118729593351143
"23",62,0.0184030869694271
"24",85,0.0252300385871178
"25",87,0.0258236865538736
"26",103,0.0305728702879193
"27",139,0.0412585336895221
"28",146,0.0433363015731671
"29",170,0.0504600771742357
"30",193,0.0572870287919264
"31",170,0.0504600771742357
"32",151,0.0448204214900564
"33",148,0.0439299495399228
"34",147,0.043633125556545
"35",119,0.035322054021965
"36",105,0.031166518254675
"37",125,0.0371029979222321
"38",124,0.0368061739388543
"39",126,0.03739982190561
"40",118,0.0350252300385871
"41",113,0.0335411101216978
"42",99,0.0293855743544078
"43",78,0.0231522707034728
"44",61,0.0181062629860493
"45",76,0.0225586227367171
"46",56,0.01662214306916
"47",52,0.0154348471356486
"48",43,0.0127634312852478
"49",32,0.00949836746809142
"50",28,0.00831107153457999
"51",44,0.0130602552686257
"52",33,0.00979519145146928
"53",19,0.00563965568417928
"54",23,0.00682695161769071
"55",19,0.00563965568417928
"56",19,0.00563965568417928
"57",10,0.00296823983377857
"58",13,0.00385871178391214
"59",14,0.00415553576729
"60",10,0.00296823983377857
"61",10,0.00296823983377857
"62",5,0.00148411991688928
"63",3,0.000890471950133571
"64",7,0.002077767883645
"65",1,0.000296823983377857
"66",6,0.00178094390026714
"67",8,0.00237459186702286
"68",2,0.000593647966755714
"69",3,0.000890471950133571
"70",1,0.000296823983377857
"71",2,0.000593647966755714
"73",1,0.000296823983377857
"75",3,0.000890471950133571
"77",3,0.000890471950133571
"81",1,0.000296823983377857
"82",1,0.000296823983377857
"86",1,0.000296823983377857
