"x3","Freq","Per"
"14",2,0.000527287107830214
"15",4,0.00105457421566043
"16",6,0.00158186132349064
"17",8,0.00210914843132085
"18",23,0.00606380174004746
"19",18,0.00474558397047192
"20",29,0.0076456630635381
"21",52,0.0137094648035856
"22",52,0.0137094648035856
"23",69,0.0181914052201424
"24",69,0.0181914052201424
"25",98,0.0258370682836805
"26",136,0.0358555233324545
"27",152,0.0400738201950962
"28",155,0.0408647508568415
"29",195,0.0514104930134458
"30",215,0.056683364091748
"31",203,0.0535196414447667
"32",202,0.0532559978908516
"33",173,0.0456103348273135
"34",183,0.0482467703664645
"35",142,0.0374373846559452
"36",140,0.0369100975481149
"37",130,0.0342736620089639
"38",133,0.0350645926707092
"39",131,0.034537305562879
"40",110,0.0290007909306617
"41",109,0.0287371473767466
"42",101,0.0266279989454258
"43",75,0.019773266543633
"44",76,0.0200369100975481
"45",72,0.0189823358818877
"46",63,0.0166095438966517
"47",59,0.0155549696809913
"48",44,0.0116003163722647
"49",44,0.0116003163722647
"50",40,0.0105457421566043
"51",31,0.00817295017136831
"52",47,0.01239124703401
"53",29,0.0076456630635381
"54",8,0.00210914843132085
"55",21,0.00553651463221724
"56",23,0.00606380174004746
"57",17,0.00448194041655682
"58",17,0.00448194041655682
"59",18,0.00474558397047192
"60",10,0.00263643553915107
"61",8,0.00210914843132085
"62",5,0.00131821776957553
"63",5,0.00131821776957553
"64",9,0.00237279198523596
"65",5,0.00131821776957553
"66",1,0.000263643553915107
"67",2,0.000527287107830214
"68",6,0.00158186132349064
"69",5,0.00131821776957553
"70",2,0.000527287107830214
"72",5,0.00131821776957553
"73",1,0.000263643553915107
"75",2,0.000527287107830214
"77",1,0.000263643553915107
"81",1,0.000263643553915107
"83",1,0.000263643553915107
