"x3","Freq","Per"
"16",1,0.00384615384615385
"19",1,0.00384615384615385
"20",2,0.00769230769230769
"21",3,0.0115384615384615
"22",7,0.0269230769230769
"23",4,0.0153846153846154
"24",4,0.0153846153846154
"25",8,0.0307692307692308
"26",12,0.0461538461538462
"27",7,0.0269230769230769
"28",16,0.0615384615384615
"29",18,0.0692307692307692
"30",14,0.0538461538461538
"31",15,0.0576923076923077
"32",9,0.0346153846153846
"33",14,0.0538461538461538
"34",11,0.0423076923076923
"35",12,0.0461538461538462
"36",6,0.0230769230769231
"37",9,0.0346153846153846
"38",7,0.0269230769230769
"39",5,0.0192307692307692
"40",5,0.0192307692307692
"41",9,0.0346153846153846
"42",5,0.0192307692307692
"43",5,0.0192307692307692
"44",9,0.0346153846153846
"45",3,0.0115384615384615
"46",7,0.0269230769230769
"47",4,0.0153846153846154
"48",5,0.0192307692307692
"49",3,0.0115384615384615
"50",4,0.0153846153846154
"51",1,0.00384615384615385
"53",2,0.00769230769230769
"54",1,0.00384615384615385
"55",4,0.0153846153846154
"58",1,0.00384615384615385
"60",2,0.00769230769230769
"63",2,0.00769230769230769
"64",1,0.00384615384615385
"68",1,0.00384615384615385
"76",1,0.00384615384615385
