"x3","Freq","Per"
"12",2,0.000451977401129943
"13",1,0.000225988700564972
"14",2,0.000451977401129943
"15",5,0.00112994350282486
"16",5,0.00112994350282486
"17",10,0.00225988700564972
"18",13,0.00293785310734463
"19",26,0.00587570621468927
"20",29,0.00655367231638418
"21",50,0.0112994350282486
"22",81,0.0183050847457627
"23",82,0.0185310734463277
"24",98,0.0221468926553672
"25",134,0.0302824858757062
"26",153,0.0345762711864407
"27",190,0.0429378531073446
"28",189,0.0427118644067797
"29",210,0.0474576271186441
"30",215,0.0485875706214689
"31",235,0.0531073446327684
"32",226,0.0510734463276836
"33",184,0.0415819209039548
"34",192,0.0433898305084746
"35",173,0.0390960451977401
"36",136,0.0307344632768362
"37",156,0.0352542372881356
"38",145,0.0327683615819209
"39",143,0.032316384180791
"40",139,0.0314124293785311
"41",148,0.0334463276836158
"42",102,0.0230508474576271
"43",108,0.0244067796610169
"44",87,0.0196610169491525
"45",97,0.0219209039548023
"46",88,0.0198870056497175
"47",59,0.0133333333333333
"48",53,0.0119774011299435
"49",53,0.0119774011299435
"50",41,0.00926553672316384
"51",35,0.00790960451977401
"52",42,0.00949152542372881
"53",40,0.00903954802259887
"54",32,0.0072316384180791
"55",27,0.00610169491525424
"56",21,0.00474576271186441
"57",20,0.00451977401129944
"58",17,0.00384180790960452
"59",22,0.00497175141242938
"60",19,0.00429378531073446
"61",12,0.00271186440677966
"62",21,0.00474576271186441
"63",12,0.00271186440677966
"64",9,0.00203389830508475
"65",2,0.000451977401129943
"66",5,0.00112994350282486
"67",4,0.000903954802259887
"68",3,0.000677966101694915
"69",4,0.000903954802259887
"70",4,0.000903954802259887
"72",3,0.000677966101694915
"73",3,0.000677966101694915
"74",1,0.000225988700564972
"75",1,0.000225988700564972
"77",1,0.000225988700564972
"78",1,0.000225988700564972
"81",1,0.000225988700564972
"82",1,0.000225988700564972
"83",1,0.000225988700564972
"88",1,0.000225988700564972
