"x3","Freq","Per"
"16",1,0.00139470013947001
"17",1,0.00139470013947001
"18",4,0.00557880055788006
"19",4,0.00557880055788006
"20",5,0.00697350069735007
"21",5,0.00697350069735007
"22",12,0.0167364016736402
"23",13,0.0181311018131102
"24",20,0.0278940027894003
"25",26,0.0362622036262204
"26",19,0.0264993026499303
"27",24,0.0334728033472803
"28",32,0.0446304044630404
"29",30,0.0418410041841004
"30",37,0.0516039051603905
"31",35,0.0488145048814505
"32",37,0.0516039051603905
"33",27,0.0376569037656904
"34",28,0.0390516039051604
"35",30,0.0418410041841004
"36",23,0.0320781032078103
"37",28,0.0390516039051604
"38",19,0.0264993026499303
"39",23,0.0320781032078103
"40",20,0.0278940027894003
"41",23,0.0320781032078103
"42",24,0.0334728033472803
"43",15,0.0209205020920502
"44",13,0.0181311018131102
"45",11,0.0153417015341702
"46",19,0.0264993026499303
"47",12,0.0167364016736402
"48",15,0.0209205020920502
"49",11,0.0153417015341702
"50",12,0.0167364016736402
"51",11,0.0153417015341702
"52",7,0.0097629009762901
"53",5,0.00697350069735007
"54",7,0.0097629009762901
"55",2,0.00278940027894003
"56",4,0.00557880055788006
"57",3,0.00418410041841004
"58",2,0.00278940027894003
"59",2,0.00278940027894003
"60",1,0.00139470013947001
"61",3,0.00418410041841004
"62",1,0.00139470013947001
"63",1,0.00139470013947001
"64",3,0.00418410041841004
"65",1,0.00139470013947001
"66",2,0.00278940027894003
"67",1,0.00139470013947001
"68",1,0.00139470013947001
"70",1,0.00139470013947001
"76",1,0.00139470013947001
