"x3","Freq","Per"
"13",1,0.000276395798783858
"14",7,0.00193477059148701
"15",4,0.00110558319513543
"16",6,0.00165837479270315
"17",7,0.00193477059148701
"18",10,0.00276395798783858
"19",16,0.00442233278054174
"20",23,0.00635710337202874
"21",39,0.0107794361525705
"22",52,0.0143725815367606
"23",54,0.0149253731343284
"24",72,0.0199004975124378
"25",95,0.0262576008844666
"26",110,0.0304035378662244
"27",166,0.0458817025981205
"28",126,0.0348258706467662
"29",176,0.0486456605859591
"30",172,0.0475400773908237
"31",186,0.0514096185737977
"32",208,0.0574903261470426
"33",165,0.0456053067993367
"34",144,0.0398009950248756
"35",162,0.0447761194029851
"36",146,0.0403537866224433
"37",148,0.0409065782200111
"38",145,0.0400773908236595
"39",123,0.0339966832504146
"40",100,0.0276395798783858
"41",104,0.0287451630735213
"42",107,0.0295743504698729
"43",73,0.0201768933112217
"44",80,0.0221116639027087
"45",68,0.0187949143173024
"46",47,0.0129906025428413
"47",51,0.0140961857379768
"48",44,0.0121614151464898
"49",54,0.0149253731343284
"50",47,0.0129906025428413
"51",45,0.0124378109452736
"52",35,0.00967385295743505
"53",24,0.0066334991708126
"54",26,0.00718629076838032
"55",12,0.0033167495854063
"56",20,0.00552791597567717
"57",14,0.00386954118297402
"58",12,0.0033167495854063
"59",13,0.00359314538419016
"60",10,0.00276395798783858
"61",13,0.00359314538419016
"62",5,0.00138197899391929
"63",8,0.00221116639027087
"64",3,0.000829187396351575
"65",3,0.000829187396351575
"66",4,0.00110558319513543
"67",4,0.00110558319513543
"68",6,0.00165837479270315
"69",4,0.00110558319513543
"70",6,0.00165837479270315
"71",1,0.000276395798783858
"72",2,0.000552791597567717
"73",1,0.000276395798783858
"74",1,0.000276395798783858
"75",1,0.000276395798783858
"77",1,0.000276395798783858
"78",1,0.000276395798783858
"79",2,0.000552791597567717
"80",1,0.000276395798783858
"81",1,0.000276395798783858
"87",1,0.000276395798783858
