"x3","Freq","Per"
"13",2,0.000809716599190283
"15",1,0.000404858299595142
"16",2,0.000809716599190283
"17",6,0.00242914979757085
"18",15,0.00607287449392713
"19",19,0.00769230769230769
"20",21,0.00850202429149798
"21",27,0.0109311740890688
"22",35,0.01417004048583
"23",47,0.0190283400809717
"24",50,0.0202429149797571
"25",73,0.0295546558704453
"26",87,0.0352226720647773
"27",92,0.037246963562753
"28",109,0.0441295546558704
"29",137,0.0554655870445344
"30",127,0.051417004048583
"31",122,0.0493927125506073
"32",114,0.0461538461538462
"33",120,0.048582995951417
"34",102,0.0412955465587045
"35",90,0.0364372469635627
"36",76,0.0307692307692308
"37",95,0.0384615384615385
"38",93,0.0376518218623482
"39",86,0.0348178137651822
"40",74,0.0299595141700405
"41",57,0.0230769230769231
"42",75,0.0303643724696356
"43",56,0.0226720647773279
"44",44,0.0178137651821862
"45",43,0.0174089068825911
"46",44,0.0178137651821862
"47",41,0.0165991902834008
"48",41,0.0165991902834008
"49",29,0.0117408906882591
"50",24,0.0097165991902834
"51",22,0.00890688259109312
"52",25,0.0101214574898785
"53",18,0.00728744939271255
"54",17,0.00688259109311741
"55",10,0.00404858299595142
"56",17,0.00688259109311741
"57",13,0.00526315789473684
"58",10,0.00404858299595142
"59",3,0.00121457489878543
"60",10,0.00404858299595142
"61",6,0.00242914979757085
"62",4,0.00161943319838057
"63",4,0.00161943319838057
"64",5,0.00202429149797571
"65",9,0.00364372469635628
"66",2,0.000809716599190283
"67",5,0.00202429149797571
"68",2,0.000809716599190283
"70",2,0.000809716599190283
"71",2,0.000809716599190283
"73",3,0.00121457489878543
"76",1,0.000404858299595142
"80",1,0.000404858299595142
"81",1,0.000404858299595142
"82",1,0.000404858299595142
"84",1,0.000404858299595142
