"x3","Freq","Per"
"15",3,0.00144230769230769
"16",2,0.000961538461538462
"17",1,0.000480769230769231
"18",5,0.00240384615384615
"19",13,0.00625
"20",24,0.0115384615384615
"21",18,0.00865384615384615
"22",22,0.0105769230769231
"23",34,0.0163461538461538
"24",45,0.0216346153846154
"25",81,0.0389423076923077
"26",71,0.0341346153846154
"27",63,0.0302884615384615
"28",105,0.0504807692307692
"29",108,0.0519230769230769
"30",101,0.0485576923076923
"31",97,0.0466346153846154
"32",105,0.0504807692307692
"33",95,0.0456730769230769
"34",94,0.0451923076923077
"35",69,0.0331730769230769
"36",80,0.0384615384615385
"37",78,0.0375
"38",72,0.0346153846153846
"39",73,0.0350961538461538
"40",51,0.0245192307692308
"41",59,0.0283653846153846
"42",51,0.0245192307692308
"43",56,0.0269230769230769
"44",53,0.0254807692307692
"45",41,0.0197115384615385
"46",38,0.0182692307692308
"47",24,0.0115384615384615
"48",22,0.0105769230769231
"49",22,0.0105769230769231
"50",28,0.0134615384615385
"51",26,0.0125
"52",23,0.0110576923076923
"53",13,0.00625
"54",13,0.00625
"55",15,0.00721153846153846
"56",14,0.00673076923076923
"57",14,0.00673076923076923
"58",5,0.00240384615384615
"59",8,0.00384615384615385
"60",5,0.00240384615384615
"61",9,0.00432692307692308
"62",5,0.00240384615384615
"63",3,0.00144230769230769
"64",6,0.00288461538461538
"65",5,0.00240384615384615
"66",2,0.000961538461538462
"67",2,0.000961538461538462
"69",1,0.000480769230769231
"70",2,0.000961538461538462
"71",1,0.000480769230769231
"76",1,0.000480769230769231
"80",1,0.000480769230769231
"84",1,0.000480769230769231
"88",1,0.000480769230769231
