"x3","Freq","Per"
"13",1,0.000324675324675325
"14",4,0.0012987012987013
"15",4,0.0012987012987013
"16",5,0.00162337662337662
"17",11,0.00357142857142857
"18",9,0.00292207792207792
"19",15,0.00487012987012987
"20",24,0.00779220779220779
"21",38,0.0123376623376623
"22",45,0.0146103896103896
"23",59,0.0191558441558442
"24",71,0.0230519480519481
"25",97,0.0314935064935065
"26",101,0.0327922077922078
"27",103,0.0334415584415584
"28",135,0.0438311688311688
"29",162,0.0525974025974026
"30",152,0.0493506493506494
"31",149,0.0483766233766234
"32",148,0.0480519480519481
"33",139,0.0451298701298701
"34",139,0.0451298701298701
"35",124,0.0402597402597403
"36",129,0.0418831168831169
"37",100,0.0324675324675325
"38",100,0.0324675324675325
"39",107,0.0347402597402597
"40",101,0.0327922077922078
"41",85,0.0275974025974026
"42",67,0.0217532467532468
"43",82,0.0266233766233766
"44",71,0.0230519480519481
"45",61,0.0198051948051948
"46",44,0.0142857142857143
"47",43,0.013961038961039
"48",45,0.0146103896103896
"49",39,0.0126623376623377
"50",30,0.00974025974025974
"51",37,0.012012987012987
"52",24,0.00779220779220779
"53",23,0.00746753246753247
"54",17,0.00551948051948052
"55",20,0.00649350649350649
"56",13,0.00422077922077922
"57",14,0.00454545454545455
"58",10,0.00324675324675325
"59",14,0.00454545454545455
"60",14,0.00454545454545455
"61",10,0.00324675324675325
"62",9,0.00292207792207792
"63",7,0.00227272727272727
"64",2,0.000649350649350649
"65",2,0.000649350649350649
"66",4,0.0012987012987013
"67",3,0.000974025974025974
"68",3,0.000974025974025974
"69",5,0.00162337662337662
"70",2,0.000649350649350649
"73",1,0.000324675324675325
"76",2,0.000649350649350649
"78",1,0.000324675324675325
"79",2,0.000649350649350649
"80",1,0.000324675324675325
"91",1,0.000324675324675325
