"x3","Freq","Per"
"11",1,0.000299043062200957
"14",2,0.000598086124401914
"15",4,0.00119617224880383
"16",5,0.00149521531100478
"17",9,0.00269138755980861
"18",12,0.00358851674641148
"19",24,0.00717703349282297
"20",26,0.00777511961722488
"21",40,0.0119617224880383
"22",43,0.0128588516746411
"23",58,0.0173444976076555
"24",88,0.0263157894736842
"25",90,0.0269138755980861
"26",107,0.0319976076555024
"27",133,0.0397727272727273
"28",129,0.0385765550239234
"29",148,0.0442583732057416
"30",175,0.0523325358851675
"31",168,0.0502392344497608
"32",174,0.0520334928229665
"33",150,0.0448564593301435
"34",149,0.0445574162679426
"35",103,0.0308014354066986
"36",127,0.0379784688995215
"37",137,0.0409688995215311
"38",117,0.034988038277512
"39",132,0.0394736842105263
"40",114,0.0340909090909091
"41",106,0.0316985645933014
"42",86,0.0257177033492823
"43",89,0.0266148325358852
"44",60,0.0179425837320574
"45",60,0.0179425837320574
"46",53,0.0158492822966507
"47",52,0.0155502392344498
"48",53,0.0158492822966507
"49",49,0.0146531100478469
"50",30,0.00897129186602871
"51",30,0.00897129186602871
"52",28,0.00837320574162679
"53",26,0.00777511961722488
"54",30,0.00897129186602871
"55",15,0.00448564593301435
"56",10,0.00299043062200957
"57",8,0.00239234449760766
"58",10,0.00299043062200957
"59",12,0.00358851674641148
"60",16,0.00478468899521531
"61",15,0.00448564593301435
"62",6,0.00179425837320574
"63",4,0.00119617224880383
"64",6,0.00179425837320574
"65",4,0.00119617224880383
"66",6,0.00179425837320574
"67",4,0.00119617224880383
"68",3,0.000897129186602871
"69",2,0.000598086124401914
"70",1,0.000299043062200957
"71",1,0.000299043062200957
"73",1,0.000299043062200957
"81",1,0.000299043062200957
"82",1,0.000299043062200957
"84",1,0.000299043062200957
