"x3","Freq","Per"
"11",2,0.000669120107059217
"12",1,0.000334560053529609
"15",1,0.000334560053529609
"16",5,0.00167280026764804
"17",10,0.00334560053529609
"18",10,0.00334560053529609
"19",15,0.00501840080294413
"20",26,0.00869856139176982
"21",23,0.007694881231181
"22",43,0.0143860823017732
"23",56,0.0187353629976581
"24",55,0.0184008029441285
"25",93,0.0311140849782536
"26",79,0.0264302442288391
"27",117,0.0391435262629642
"28",143,0.047842087654734
"29",136,0.0455001672800268
"30",131,0.0438273670123787
"31",148,0.0495148879223821
"32",149,0.0498494479759117
"33",148,0.0495148879223821
"34",132,0.0441619270659083
"35",98,0.0327868852459016
"36",96,0.0321177651388424
"37",112,0.0374707259953162
"38",103,0.0344596855135497
"39",90,0.0301104048176648
"40",117,0.0391435262629642
"41",87,0.0291067246570759
"42",81,0.0270993643358983
"43",84,0.0281030444964871
"44",73,0.0244228839076614
"45",56,0.0187353629976581
"46",52,0.0173971227835396
"47",37,0.0123787219805955
"48",48,0.0160588825694212
"49",51,0.01706256273001
"50",27,0.00903312144529943
"51",41,0.013716962194714
"52",28,0.00936768149882904
"53",20,0.00669120107059217
"54",23,0.007694881231181
"55",18,0.00602208096353295
"56",18,0.00602208096353295
"57",18,0.00602208096353295
"58",8,0.00267648042823687
"59",12,0.0040147206423553
"60",13,0.00434928069588491
"61",6,0.00200736032117765
"62",8,0.00267648042823687
"63",7,0.00234192037470726
"64",3,0.00100368016058883
"65",9,0.00301104048176648
"66",5,0.00167280026764804
"67",3,0.00100368016058883
"68",1,0.000334560053529609
"69",1,0.000334560053529609
"70",4,0.00133824021411843
"71",1,0.000334560053529609
"72",1,0.000334560053529609
"73",2,0.000669120107059217
"74",1,0.000334560053529609
"76",1,0.000334560053529609
"79",1,0.000334560053529609
"80",1,0.000334560053529609
